ROUTE,vuelos,tasa_retraso_pct,distancia,impacto,recomendacion
SBP → LAX,1373,16.4,156.0,1.1848595585459472,MONITOREAR
MKE → IAH,871,17.5,984.0,1.184687345949188,MONITOREAR
PBI → ATL,4197,14.2,545.0,1.1845817873933697,MANTENER
SAN → ORD,2680,15.0,1723.0,1.1840358110257354,MONITOREAR
MSY → DAL,2408,15.2,436.0,1.1835558745771642,MONITOREAR
DEN → DIK,340,20.3,488.0,1.1832759603748721,MONITOREAR
TPA → MSY,972,17.2,488.0,1.1832491983671953,MONITOREAR
OKC → STL,418,19.6,462.0,1.1829543607748523,MONITOREAR
EWR → GSO,862,17.5,445.0,1.1828696723661463,MONITOREAR
LBB → DEN,618,18.4,456.0,1.182473876172215,MONITOREAR
SEA → LGB,793,17.7,965.0,1.1816207102293679,MONITOREAR
TPA → PHX,997,17.1,1788.0,1.1807123816634744,MONITOREAR
DTW → STL,1338,16.4,440.0,1.1806247234728602,MONITOREAR
DEN → SAF,299,20.7,303.0,1.1799918196918722,MONITOREAR
ATL → MLB,1332,16.4,442.0,1.1798876435804548,MONITOREAR
STL → BNA,628,18.3,272.0,1.1789848504636804,MONITOREAR
FLL → BNA,780,17.7,793.0,1.1786950237840037,MONITOREAR
JFK → IND,154,23.4,665.0,1.1786469089647893,MONITOREAR
IND → JFK,154,23.4,665.0,1.1786469089647893,MONITOREAR
PHL → DTW,1999,15.5,453.0,1.1780623618475619,MONITOREAR
LAX → SBP,1372,16.3,156.0,1.1775160437505903,MONITOREAR
MSN → ORD,3181,14.6,108.0,1.1774828301953748,MANTENER
SEA → DFW,3545,14.4,1660.0,1.176954255211137,MANTENER
HOU → LAS,1424,16.2,1235.0,1.1763184648994514,MONITOREAR
FAY → ATL,1633,15.9,331.0,1.176309680782304,MONITOREAR
STL → MKE,597,18.4,317.0,1.1761127488642389,MONITOREAR
STL → IAH,594,18.4,667.0,1.1751857947627267,MONITOREAR
EWR → CLT,4145,14.1,529.0,1.1744817875272846,MANTENER
ORD → TOL,961,17.1,213.0,1.17442362393392,MONITOREAR
CVG → BOS,283,20.8,752.0,1.1742529547097935,MONITOREAR
MSP → ROC,123,24.4,783.0,1.1741729827108698,MONITOREAR
ORD → JAX,467,19.1,864.0,1.1739488882147595,MONITOREAR
FLL → IAH,1849,15.6,965.716,1.1734944360963915,MONITOREAR
SNA → IAH,1463,16.1,1346.0,1.17340734856424,MONITOREAR
ROC → ORD,1679,15.8,528.0,1.1733006778182515,MONITOREAR
SFO → MRY,816,17.5,77.0,1.1732725121187186,MONITOREAR
MRY → LAX,1529,16.0,266.0,1.17317907294865,MONITOREAR
LAX → SEA,7732,13.1,954.0,1.172859092082997,MANTENER
CMH → MDW,1840,15.6,283.0,1.1727332526940728,MONITOREAR
IAD → BDL,171,22.8,326.0,1.1722992908826066,MONITOREAR
ORD → LNK,1166,16.6,466.0,1.1721815049071327,MONITOREAR
AEX → DFW,987,17.0,285.0,1.172093906703692,MONITOREAR
BHM → DTW,583,18.4,625.0,1.1717464422884905,MONITOREAR
PBI → ORD,580,18.4,1144.0,1.1707971710514455,MONITOREAR
ATL → XNA,1576,15.9,589.0,1.1706605979964342,MONITOREAR
PBI → DCA,978,17.0,857.0,1.170536643905919,MONITOREAR
JFK → CHS,1201,16.5,636.0,1.1700001206431974,MONITOREAR
SAF → DFW,974,17.0,551.0,1.169839921619231,MONITOREAR
MIA → DTW,1199,16.5,1145.0,1.1697251205795398,MONITOREAR
SMF → CLT,194,22.2,2244.0,1.169464511312059,MONITOREAR
GSO → EWR,862,17.3,445.0,1.169351161824819,MONITOREAR
ATL → DAY,1303,16.3,432.0,1.1691052060713498,MONITOREAR
DCA → BDL,661,18.0,313.0,1.1688756911733034,MONITOREAR
LGB → SMF,661,18.0,387.0,1.1688756911733034,MONITOREAR
SNA → HOU,388,19.6,1357.0,1.1683570465661617,MONITOREAR
DTW → DCA,1705,15.7,405.0,1.168287301185666,MONITOREAR
SRQ → JFK,334,20.1,1041.0,1.1680393395883168,MONITOREAR
CLT → PWM,334,20.1,813.0,1.1680393395883168,MONITOREAR
ATL → SYR,963,17.0,794.0,1.1679090800056815,MONITOREAR
SDF → DFW,298,20.5,733.0,1.167904164733608,MONITOREAR
TTN → CLT,298,20.5,484.0,1.167904164733608,MONITOREAR
LAX → OKC,315,20.3,1187.0,1.1677722456816035,MONITOREAR
DEN → MAF,1087,16.7,563.0,1.1675265401492418,MONITOREAR
ATL → LEX,2280,15.1,304.0,1.1675215390142213,MONITOREAR
BDL → MDW,882,17.2,777.0,1.166537033633168,MONITOREAR
LGA → IND,156,23.1,660.0,1.166516737674643,MONITOREAR
DFW → CLL,1604,15.8,164.0,1.1660804145713808,MONITOREAR
ATL → FWA,1077,16.7,508.0,1.1659830910851168,MONITOREAR
MOB → ATL,2253,15.1,302.0,1.1657227090052689,MONITOREAR
GSO → DTW,407,19.4,460.0,1.1657097579758633,MONITOREAR
BOS → DAL,114,24.6,1554.0,1.165104818305046,MONITOREAR
LGA → CLT,3658,14.2,544.0,1.1650633997110151,MANTENER
MEM → HOU,624,18.1,484.0,1.1649432166748666,MONITOREAR
JFK → SAT,263,20.9,1587.0,1.1645801927251527,MONITOREAR
ALB → ORD,872,17.2,723.0,1.1645757809123445,MONITOREAR
EWR → CVG,1515,15.9,569.0,1.1643841441530116,MONITOREAR
CLT → SAN,717,17.7,2077.0,1.1637884237861327,MONITOREAR
RDU → LAX,803,17.4,2239.0,1.1637737202267364,MONITOREAR
PDX → DEN,3423,14.3,991.0,1.1637729873098166,MANTENER
AUS → PHL,269,20.8,1430.0,1.1636999669571826,MONITOREAR
SFO → MSP,2449,14.9,1589.0,1.1627118234858729,MANTENER
COS → IAH,894,17.1,809.0,1.1620656875546709,MONITOREAR
SJU → MIA,2436,14.9,1045.0,1.1619187816956384,MANTENER
BWI → CLT,3375,14.3,361.0,1.1617535362728482,MANTENER
ICT → MDW,613,18.1,589.0,1.1617240534044544,MONITOREAR
MCI → EWR,633,18.0,1092.0,1.1610846759859517,MONITOREAR
SJT → DFW,1628,15.7,229.0,1.1610318848103103,MONITOREAR
AUS → FLL,789,17.4,1105.0,1.160713339827182,MONITOREAR
SMF → PHX,3164,14.4,647.0,1.1605812953598067,MANTENER
LIT → IAH,1784,15.5,374.0,1.160425063536693,MONITOREAR
CHO → LGA,396,19.4,305.0,1.160394356983369,MONITOREAR
PWM → JFK,1180,16.4,273.0,1.1600162336633923,MONITOREAR
MSP → BWI,1039,16.7,936.0,1.159984336513571,MONITOREAR
ELP → LAS,652,17.9,583.0,1.159927976584871,MONITOREAR
MSP → FSD,1285,16.2,196.0,1.15967926756735,MONITOREAR
DFW → EVV,360,19.7,642.0,1.1595624941956806,MONITOREAR
ATL → ELP,700,17.7,1282.0,1.1595412193026826,MONITOREAR
FLL → LAS,1033,16.7,2173.0,1.1590171523429795,MONITOREAR
SAT → LAS,1275,16.2,1069.0,1.1584136361299893,MONITOREAR
SFO → MSY,213,21.6,1911.0,1.158039107793236,MONITOREAR
KOA → SFO,694,17.7,2367.0,1.1580175370097043,MONITOREAR
BDL → FLL,945,16.9,1173.0,1.1578502527464425,MONITOREAR
IAH → CLT,3469,14.2,912.0,1.1575302738697042,MANTENER
ORD → MKG,667,17.8,118.0,1.157496628172981,MONITOREAR
GRK → DFW,2626,14.7,134.0,1.1573629070648228,MANTENER
MLU → ATL,1209,16.3,448.0,1.1569004626502113,MONITOREAR
CLE → LAS,1380,16.0,1824.0,1.1567742045042,MONITOREAR
SMF → ATL,556,18.3,2092.0,1.1567005978478566,MONITOREAR
BZN → DEN,865,17.1,524.0,1.1564267456853514,MONITOREAR
SMF → SNA,2118,15.1,404.0,1.1563923564503642,MONITOREAR
MSY → ATL,5593,13.4,425.0,1.156322326706093,MANTENER
PHX → ATL,3644,14.1,1587.0,1.1563180534315587,MANTENER
OME → ANC,616,18.0,539.0,1.1561844534360335,MONITOREAR
CLT → PIT,2462,14.8,366.0,1.1556919373981713,MANTENER
PBI → DTW,363,19.6,1086.0,1.1553029555159107,MONITOREAR
EWR → BUF,533,18.4,282.0,1.1552479420465154,MONITOREAR
PIT → DEN,1009,16.7,1290.0,1.1550914083990524,MONITOREAR
FWA → DTW,966,16.8,128.0,1.154691524147703,MONITOREAR
COS → DEN,2088,15.1,73.0,1.1542382542993819,MONITOREAR
RSW → BNA,105,24.8,722.0,1.1541821668390657,MONITOREAR
LAX → MIA,3023,14.4,2342.0,1.1540167192482422,MANTENER
LAX → OGG,2708,14.6,2486.0,1.1539789825686961,MANTENER
MIA → BHM,547,18.3,661.0,1.1537141308432226,MONITOREAR
MCO → FNT,339,19.8,1011.0,1.1535480212613292,MONITOREAR
ATL → PDX,1087,16.5,2172.0,1.1535441863749996,MONITOREAR
LIT → DEN,607,18.0,771.0,1.1535351823907096,MONITOREAR
BUF → MDW,958,16.8,468.0,1.1532944266991045,MONITOREAR
PIA → ORD,2180,15.0,130.0,1.1530620233674702,MONITOREAR
CLE → BWI,1180,16.3,314.0,1.1529429639459328,MONITOREAR
LEX → IAH,309,20.1,828.0,1.152401596656447,MONITOREAR
ATL → BQK,878,17.0,238.0,1.1521999209179699,MONITOREAR
ACT → DFW,1612,15.6,89.0,1.1520960239983855,MONITOREAR
PVD → EWR,357,19.6,160.0,1.1520362132288093,MONITOREAR
MCI → HOU,601,18.0,666.0,1.1517470882163374,MONITOREAR
OKC → LAS,667,17.7,986.0,1.1509938381270652,MONITOREAR
SFO → ATL,3127,14.3,2139.0,1.1508395981164714,MANTENER
PNS → HOU,334,19.8,488.0,1.1506059166093867,MONITOREAR
DCA → AUS,334,19.8,1315.0,1.1506059166093867,MONITOREAR
BWI → MEM,388,19.3,787.0,1.1504740305472918,MONITOREAR
RDU → TPA,869,17.0,587.0,1.1504483312951168,MONITOREAR
CLT → MSY,1520,15.7,651.0,1.1502551013729305,MONITOREAR
OMA → STL,940,16.8,342.0,1.1501078190443603,MONITOREAR
SEA → SLC,3463,14.1,689.0,1.1491345667607415,MANTENER
BDL → DCA,660,17.7,313.0,1.1491264507986234,MONITOREAR
ORD → ATW,1434,15.8,160.0,1.1483792373432113,MONITOREAR
DCA → FLL,2468,14.7,899.0,1.1482410175987159,MANTENER
PIT → PHL,929,16.8,268.0,1.1481302681207248,MONITOREAR
MSP → BOI,702,17.5,1142.0,1.1469383457045168,MONITOREAR
OGG → SEA,1241,16.1,2640.0,1.1469113184179418,MONITOREAR
DEN → AMA,563,18.1,359.0,1.146323612693284,MONITOREAR
FLL → DFW,2709,14.5,1119.0,1.1461285521023388,MANTENER
SEA → SAN,3189,14.2,1050.0,1.145579698715428,MANTENER
MSP → OMA,1286,16.0,282.0,1.1454867047676103,MONITOREAR
MIA → CLT,2982,14.3,650.0,1.14404997783143,MANTENER
JAX → ATL,5096,13.4,270.0,1.143852300431768,MANTENER
SDF → LAS,342,19.6,1624.0,1.1436229044642705,MONITOREAR
SEA → MDW,1023,16.5,1733.0,1.1435316363820183,MONITOREAR
MAF → DAL,1522,15.6,319.0,1.1431337639937744,MONITOREAR
MCO → CLT,2957,14.3,468.0,1.1428460643389045,MANTENER
RSW → PIT,450,18.7,966.0,1.1424292979769364,MONITOREAR
MSP → IAD,591,17.9,908.0,1.1423450671156916,MONITOREAR
SYR → JFK,1015,16.5,209.0,1.1422362420935215,MONITOREAR
DFW → GRI,634,17.7,561.0,1.142012664935389,MONITOREAR
EVV → DFW,360,19.4,642.0,1.14190418210133,MONITOREAR
SAT → STL,611,17.8,786.0,1.1418872587325442,MONITOREAR
SEA → LAS,5009,13.4,867.0,1.1415448708299207,MANTENER
CLE → BOS,1819,15.2,563.0,1.1409184111347546,MONITOREAR
IND → DTW,674,17.5,231.0,1.1398152694096537,MONITOREAR
SFO → SBP,1043,16.4,190.0,1.1397764586201267,MONITOREAR
MCO → OMA,133,23.3,1211.0,1.1394513468756686,MONITOREAR
LAX → PSP,724,17.3,110.0,1.139168910882729,MONITOREAR
RSW → DEN,387,19.1,1607.0,1.1380591163686884,MONITOREAR
DEN → MLI,189,21.7,752.0,1.1374591022679423,MONITOREAR
ATL → CLT,6306,13.0,226.0,1.137403389213651,MANTENER
LAX → SBA,1459,15.6,89.0,1.1365390215695546,MONITOREAR
MSY → STL,571,17.9,604.0,1.1361826685284258,MONITOREAR
BNA → DTW,2047,14.9,456.0,1.135995457263532,MANTENER
MCO → DAL,1017,16.4,973.0,1.1356364329519637,MONITOREAR
CLT → PDX,254,20.5,2282.0,1.1351535247387998,MONITOREAR
CLT → SAT,358,19.3,1095.0,1.1349428663753351,MONITOREAR
SJC → PDX,2249,14.7,569.0,1.1345814199380193,MANTENER
MKE → DFW,1010,16.4,853.0,1.13450372001299,MONITOREAR
PIA → DFW,929,16.6,672.0,1.1344620506430971,MONITOREAR
MCI → TPA,491,18.3,1048.0,1.1339492753863971,MONITOREAR
ATW → ORD,1434,15.6,160.0,1.1338427913008922,MONITOREAR
MSP → BUF,195,21.5,735.0,1.1336949050912055,MONITOREAR
FLL → DTW,2624,14.4,1127.0,1.1336335416092131,MANTENER
PVD → FLL,786,17.0,1188.0,1.1333826547129653,MONITOREAR
BOS → OAK,102,24.5,2694.0,1.1331183392546462,MONITOREAR
ATL → TYS,1719,15.2,152.0,1.1323236968181931,MONITOREAR
ATL → SDF,2740,14.3,321.0,1.1319469875116426,MANTENER
HSV → DFW,279,20.1,603.0,1.1318735681460945,MONITOREAR
DEN → GJT,454,18.5,212.0,1.1318479816376494,MONITOREAR
BOS → MIA,2317,14.6,1258.0,1.131212164567127,MANTENER
CAK → LGA,500,18.2,397.0,1.1310586739128388,MONITOREAR
SHV → IAH,1473,15.5,192.0,1.1307337445517076,MONITOREAR
DTW → GSO,409,18.8,460.0,1.130578449336047,MONITOREAR
CHA → ATL,2711,14.3,106.0,1.1304254174783093,MANTENER
MCI → SAN,481,18.3,1334.0,1.1301837104293542,MONITOREAR
ATL → ILM,1612,15.3,377.0,1.1299403312291858,MONITOREAR
OKC → PHX,657,17.4,833.0,1.128857019216322,MONITOREAR
STL → DFW,2536,14.4,550.0,1.128721437440225,MANTENER
BRO → DFW,1059,16.2,482.0,1.128343015987428,MONITOREAR
ALB → LAS,274,20.1,2237.0,1.1282387493840023,MONITOREAR
DHN → ATL,1260,15.8,170.0,1.1279409859913927,MONITOREAR
SLC → PHX,5479,13.1,507.0,1.1277368024815324,MANTENER
BOS → DCA,7687,12.6,399.0,1.1273580195379906,MANTENER
SHV → ATL,2032,14.8,551.0,1.1272828196873594,MANTENER
ATL → SAV,3140,14.0,214.0,1.127276931046322,MANTENER
DTW → MCO,2635,14.3,957.0,1.1263592999194914,MANTENER
DTW → ELM,1431,15.5,332.0,1.12624996083125,MONITOREAR
CLT → RSW,1726,15.1,600.0,1.1254878426181494,MONITOREAR
MCI → MSP,1904,14.9,393.0,1.1252051200873452,MANTENER
ATL → DAB,1489,15.4,366.0,1.1251024450333373,MONITOREAR
ATL → SMF,556,17.8,2092.0,1.1250967563766037,MONITOREAR
SGF → DFW,2221,14.6,364.0,1.1250340722885863,MANTENER
SBN → ATL,1129,16.0,566.0,1.124654010263946,MONITOREAR
SPS → DFW,1234,15.8,113.0,1.1246465603055227,MONITOREAR
IAH → OKC,990,16.3,395.0,1.1243259057299677,MONITOREAR
CLT → RIC,1349,15.6,257.0,1.1243105415684098,MONITOREAR
SEA → IAD,1124,16.0,2306.0,1.1239438448725818,MONITOREAR
LBE → ORD,158,22.2,459.0,1.1238960973319867,MONITOREAR
SFO → PIT,268,20.1,2254.0,1.1237883830826823,MONITOREAR
JAC → SFO,169,21.9,737.0,1.123447818568153,MONITOREAR
IAH → SHV,1470,15.4,192.0,1.1231247226850083,MONITOREAR
SMF → SEA,3424,13.8,605.0,1.1231219337421052,MANTENER
ATL → OMA,1615,15.2,821.0,1.122837715819827,MONITOREAR
JFK → SMF,282,19.9,2521.0,1.1227395071166846,MONITOREAR
SAT → IAH,2303,14.5,191.0,1.1225853454739994,MANTENER
BOS → RDU,1530,15.3,612.0,1.1219525212011316,MONITOREAR
MSY → AUS,344,19.2,444.0,1.1214031982156925,MONITOREAR
PSP → ORD,344,19.2,1651.823,1.1214031982156925,MONITOREAR
ORD → EGE,109,23.9,1007.0,1.1212321438527653,MONITOREAR
CHS → IAH,584,17.6,925.0,1.1211025729777682,MONITOREAR
ATL → TUL,1516,15.3,674.0,1.1205460766289546,MONITOREAR
MEM → MDW,626,17.4,480.0,1.120446964571417,MONITOREAR
SFO → SUN,170,21.8,587.0,1.1196040592769572,MONITOREAR
MLI → DEN,187,21.4,752.0,1.1194572440068815,MONITOREAR
ORD → JAN,578,17.6,677.0,1.1192850008863386,MONITOREAR
JFK → SAV,669,17.2,718.0,1.1189948583420553,MONITOREAR
ELP → DFW,1359,15.5,551.0,1.1182481841934273,MONITOREAR
EWR → ROC,747,16.9,246.0,1.118115016287446,MONITOREAR
SEA → HOU,147,22.4,1894.0,1.1178568994384368,MONITOREAR
SAV → ORD,874,16.5,773.0,1.1175582619831634,MONITOREAR
MSP → FAR,1718,15.0,223.0,1.11733741538163,MONITOREAR
ORD → GSP,835,16.6,577.788,1.116753666325242,MONITOREAR
MEM → DFW,865,16.5,431.237,1.11585036864376,MONITOREAR
FNT → LAS,334,19.2,1733.0,1.1157390706515267,MONITOREAR
TPA → SEA,334,19.2,2520.0,1.1157390706515267,MONITOREAR
HNL → ORD,334,19.2,4243.0,1.1157390706515267,MONITOREAR
SJU → STX,334,19.2,94.0,1.1157390706515267,MONITOREAR
CLT → PBI,1617,15.1,590.0,1.115637506796143,MONITOREAR
EUG → DEN,631,17.3,996.0,1.1153839142196298,MONITOREAR
RSW → DTW,1614,15.1,1084.0,1.115357098173314,MONITOREAR
DCA → PHX,976,16.2,1979.0,1.115120938998921,MONITOREAR
FWA → ATL,1110,15.9,508.0,1.1149263317947145,MONITOREAR
IAH → LIT,1772,14.9,374.0,1.114499755543589,MANTENER
GRR → EWR,488,18.0,605.0,1.1142567730535664,MONITOREAR
FAT → DEN,1012,16.1,844.0,1.1140690998254332,MONITOREAR
PNS → ORD,223,20.6,794.0,1.1138773849207846,MONITOREAR
ROC → JFK,1102,15.9,264.0,1.1137762363643446,MONITOREAR
DEN → LIT,625,17.3,771.0,1.1137310354043974,MONITOREAR
DEN → DCA,1319,15.5,1476.0,1.1136175186711836,MONITOREAR
RSW → PHL,960,16.2,993.0,1.1124431920828248,MONITOREAR
IND → HOU,536,17.7,861.0,1.1122917465095319,MONITOREAR
CLE → TPA,536,17.7,927.0,1.1122917465095319,MONITOREAR
MKE → RSW,516,17.8,1183.0,1.1118070042557182,MONITOREAR
BWI → MSP,1039,16.0,936.0,1.1113622385758763,MONITOREAR
JNU → ANC,1033,16.0,571.0,1.1104355950591422,MONITOREAR
ATL → PWM,612,17.3,1027.0,1.1100946848746325,MONITOREAR
FLL → CVG,492,17.9,932.0,1.1095276902521232,MONITOREAR
DCA → DTW,1713,14.9,405.0,1.1094542232502937,MANTENER
ORD → TTN,224,20.5,693.0,1.109387440630283,MONITOREAR
PDX → LAX,3279,13.7,834.0,1.1090552474277167,MANTENER
LAX → PDX,3278,13.7,834.0,1.1090134600246169,MANTENER
MCI → MDW,2465,14.2,405.0,1.1090124862797042,MANTENER
CLE → BNA,794,16.6,448.0,1.1083958545670247,MONITOREAR
DFW → TXK,976,16.1,181.0,1.1082374764125078,MONITOREAR
SAT → DFW,4715,13.1,247.0,1.10806404955385,MANTENER
JAX → BWI,1109,15.8,663.0,1.107771810001358,MONITOREAR
RIC → EWR,1015,16.0,277.0,1.107623022636142,MONITOREAR
MSY → MSP,329,19.1,1039.0,1.1070470303961861,MONITOREAR
PHL → AUS,268,19.8,1430.0,1.1070154221411497,MONITOREAR
ATL → BNA,3230,13.7,214.0,1.1069925260216882,MANTENER
KOA → LAX,1385,15.3,2504.0,1.1067186790490802,MONITOREAR
AVL → ATL,1856,14.7,164.0,1.1063483002618835,MANTENER
PHL → LGA,226,20.4,96.0,1.1057891398515463,MONITOREAR
GGG → DFW,643,17.1,140.0,1.1057107478446329,MONITOREAR
TPA → DCA,2684,14.0,814.0,1.1053088897328203,MANTENER
ORD → ABE,666,17.0,654.191,1.1052192439918662,MONITOREAR
BNA → ECP,594,17.3,401.0,1.1049301222497376,MONITOREAR
MSP → PHX,4052,13.3,1276.0,1.1048264600940203,MANTENER
PBI → ACY,155,21.9,936.0,1.1045101006053148,MONITOREAR
XNA → MSP,462,18.0,596.0,1.104401680394713,MONITOREAR
MCI → DCA,638,17.1,949.0,1.104375846451959,MONITOREAR
DCA → MSP,1654,14.9,931.0,1.1042318294619617,MANTENER
CHS → MDW,548,17.5,745.0,1.1035981752159028,MONITOREAR
SEA → CLT,836,16.4,2279.0,1.1034950925458908,MONITOREAR
MYR → FLL,376,18.6,529.0,1.1029035806705205,MONITOREAR
OKC → HOU,1229,15.5,419.0,1.1026631969827354,MONITOREAR
EWR → IND,1224,15.5,645.0,1.1020313167762021,MONITOREAR
TPA → MIA,1998,14.5,204.0,1.1019857840852323,MANTENER
DTW → SEA,1894,14.6,1927.0,1.1017811559669193,MANTENER
ABQ → IAH,861,16.3,744.0,1.1015694042217201,MONITOREAR
CLT → BDL,1621,14.9,644.0,1.1012289797386157,MANTENER
LAX → PHL,1886,14.6,2402.0,1.1011631656262368,MANTENER
RDU → PHL,855,16.3,337.0,1.1004295394366919,MONITOREAR
PVD → MDW,890,16.2,842.0,1.1001778769616422,MONITOREAR
DAY → TPA,117,23.1,828.0,1.1000621789382818,MONITOREAR
MYR → LBE,197,20.8,456.0,1.0989063755775017,MONITOREAR
AVL → EWR,174,21.3,583.0,1.0988787787326946,MONITOREAR
PDX → EWR,334,18.9,2434.0,1.0983056476725963,MONITOREAR
ONT → DFW,1441,15.1,1188.0,1.0982369819959277,MONITOREAR
ATL → SAN,2047,14.4,1892.0,1.0978748043352258,MANTENER
ATL → MHT,333,18.9,952.0,1.0977389306063037,MONITOREAR
TYS → IAH,774,16.5,771.0,1.097509359142305,MONITOREAR
LAX → LIH,1303,15.3,2615.0,1.0973809603001012,MONITOREAR
DTW → IND,805,16.4,231.0,1.0972981334966443,MONITOREAR
ATL → TRI,1929,14.5,227.0,1.0968897668713307,MANTENER
MSO → DEN,567,17.3,679.0,1.0968821595449012,MONITOREAR
SDF → IAH,413,18.2,788.0,1.0962674619189081,MONITOREAR
MCO → SEA,440,18.0,2554.0,1.0956194508442152,MONITOREAR
FAR → DEN,1226,15.4,627.0,1.095172865940408,MONITOREAR
LFT → DFW,1617,14.8,351.0,1.0934725232174118,MANTENER
DFW → GUC,129,22.5,678.0,1.0934577909813763,MONITOREAR
IAH → OMA,1210,15.4,781.0,1.0931498483429811,MONITOREAR
SFO → MKE,380,18.4,1845.0,1.0929915105005594,MONITOREAR
SMF → DFW,1326,15.2,1431.0,1.0928681699533627,MONITOREAR
ANC → LGB,118,22.9,2360.0,1.0924867790026371,MONITOREAR
CMH → MCO,1052,15.7,802.0,1.0924763977477319,MONITOREAR
MSY → BWI,814,16.3,998.0,1.092419539658414,MONITOREAR
ORD → ROA,780,16.4,531.0,1.0921242028281164,MONITOREAR
SPI → ORD,998,15.8,174.0,1.0911090176572114,MONITOREAR
PHX → TPA,998,15.8,1788.0,1.0911090176572114,MONITOREAR
ORD → LAN,876,16.1,179.0,1.090833940640759,MONITOREAR
IAD → STT,152,21.7,1606.0,1.090182073023642,MONITOREAR
TPA → RDU,870,16.1,587.0,1.0897274070754295,MONITOREAR
TPA → PVD,682,16.7,1136.0,1.0896799528598582,MONITOREAR
RAP → DEN,563,17.2,300.0,1.0893240960400268,MONITOREAR
GJT → DEN,454,17.8,212.0,1.08902130125136,MONITOREAR
ROC → MDW,504,17.5,523.0,1.0889508469124896,MONITOREAR
ATL → SJU,1420,15.0,1547.0,1.0887618225892959,MONITOREAR
GSO → ATL,2668,13.8,306.0,1.088693648170901,MANTENER
JFK → PIT,158,21.5,340.0,1.0884579321007979,MONITOREAR
SLC → DFW,2990,13.6,989.0,1.0884118986283238,MANTENER
EWR → SYR,502,17.5,195.0,1.0882550209460524,MONITOREAR
CLT → RDU,2127,14.2,130.0,1.0880704297584336,MANTENER
AUS → ATL,3163,13.5,813.0,1.0880022901462625,MANTENER
MSP → DTW,2645,13.8,528.0,1.0874988355123514,MANTENER
TUL → DFW,2629,13.8,237.0,1.0866615178127237,MANTENER
STL → ATL,3520,13.3,484.0,1.086106763722755,MANTENER
JLN → DFW,666,16.7,327.0,1.0857153749802448,MONITOREAR
CLT → PVD,1053,15.6,683.0,1.0856661678929003,MONITOREAR
RDU → IAH,512,17.4,1042.0,1.0854684847568743,MONITOREAR
GSP → HOU,320,18.8,845.0,1.084444347209229,MONITOREAR
ABY → ATL,876,16.0,145.0,1.0840585745498228,MONITOREAR
CLT → SJU,711,16.5,1475.0,1.0835009509175348,MONITOREAR
SLC → LGB,1952,14.3,588.0,1.0834551966771444,MANTENER
BNA → DCA,992,15.7,562.0,1.083256527843725,MONITOREAR
MCO → SAN,505,17.4,2149.0,1.0830731666939126,MONITOREAR
SAN → MCO,505,17.4,2149.0,1.0830731666939126,MONITOREAR
FSM → DFW,1299,15.1,227.0,1.0825718525172605,MONITOREAR
CLE → MIA,257,19.5,1080.0,1.082069836554568,MONITOREAR
SAN → BWI,701,16.5,2295.0,1.0811638013607074,MONITOREAR
BRW → FAI,334,18.6,503.0,1.0808722246936666,MONITOREAR
MSP → BOS,1817,14.4,1124.0,1.0807116578490488,MANTENER
RDD → SFO,727,16.4,199.0,1.080583942315497,MONITOREAR
ORD → CRW,576,17.0,416.0,1.0805383023183017,MONITOREAR
LAX → BZN,142,21.8,902.0,1.080370298557075,MONITOREAR
CMH → PHX,1054,15.5,1670.0,1.0788538980107027,MONITOREAR
BUR → SMF,2102,14.1,358.0,1.0787408817526023,MANTENER
ALB → BWI,1701,14.5,289.0,1.0786508808973998,MANTENER
PHL → PIT,883,15.9,268.0,1.0785487068960296,MONITOREAR
KTN → SEA,1319,15.0,680.0,1.0776943729075972,MONITOREAR
CLT → SEA,837,16.0,2279.0,1.076771851278316,MONITOREAR
DTW → GRB,656,16.6,287.0,1.0767026909647188,MONITOREAR
SDF → DEN,523,17.2,1024.0,1.0766480118191668,MONITOREAR
CAE → IAH,289,19.0,878.0,1.0766210707413622,MONITOREAR
CMH → ATL,3266,13.3,447.0,1.0761457293795444,MANTENER
BOS → DFW,3073,13.4,1562.0,1.076074881325485,MANTENER
BNA → IAH,1304,15.0,657.0,1.0759787613729896,MONITOREAR
DTW → SBN,1303,15.0,157.0,1.0758636865687268,MONITOREAR
LGA → CHS,149,21.5,641.0,1.0758484557782737,MONITOREAR
MSN → DFW,940,15.7,821.0,1.0748031404164557,MONITOREAR
PSP → MSP,155,21.3,1454.0,1.0742495499037996,MONITOREAR
ACY → ATL,179,20.7,679.0,1.0737888618090363,MONITOREAR
ATL → GPT,1414,14.8,352.0,1.0736183212755648,MANTENER
MSY → IAH,2681,13.6,305.0,1.0735765388000904,MANTENER
ROC → EWR,725,16.3,246.0,1.073545979741312,MONITOREAR
MSP → JFK,820,16.0,1029.0,1.0734886944413278,MONITOREAR
ATL → ROC,973,15.6,749.0,1.0733399168210167,MONITOREAR
DSM → IAH,511,17.2,802.0,1.072655569515037,MONITOREAR
TYS → ATL,1718,14.4,152.0,1.072643918766365,MANTENER
CID → ATL,884,15.8,694.0,1.0719442158967476,MONITOREAR
BOS → SAN,964,15.6,2588.0,1.071890241959245,MONITOREAR
SFO → BFL,661,16.5,238.0,1.0714693835755282,MONITOREAR
SCE → ORD,660,16.5,528.0,1.0712195727783778,MONITOREAR
ATL → RST,317,18.6,831.0,1.0711557299411743,MONITOREAR
